Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q05513	PKC[zeta]	1.45461582566047	0.96657624451305	2.42119207017352	2.4350973274708	3.62710581870893	3.7084023258537	0.163085452663438	8.55555555555556
P05771	PKC[beta]	1.34692525503977	0.96657624451305	2.31350149955282	2.30381841283148	3.54741560006864	3.54741560006864	0	8
P53779	JNK3	1.2602106893435	0.96657624451305	2.22678693385655	2.1741845550148	2.87157871129242	2.79496385580665	0.152100811332806	18.1111111111111
P45983	JNK1	1.20697496137611	0.96657624451305	2.17355120588916	2.14703230897118	2.82681656387463	2.79496385580665	0.0911583697033166	18.5555555555556
Q9BWU1	CDK11	1.1571607959421	0.96657624451305	2.12373704045515	2.09734452478207	4.67101637716647	4.67101637716647	0	3
Q92772	CDKL2	1.03621217265444	0.96657624451305	2.0027884171675	2.0027884171675	4.01926061898519	4.01926061898519	NA	4
P41743	PKC[iota]	1.03234475179299	0.96657624451305	1.99892099630605	1.98430501147348	2.83461617984163	2.81023921470554	0.278468924620404	14.2222222222222
Q00534	CDK6	0.906802913755808	0.96657624451305	1.87337915826886	1.8460023133072	3.62027327238311	3.48893038428519	0.39402866429376	3.88888888888889
P11802	CDK4	0.86560558431192	0.96657624451305	1.83218182882497	1.82669715811181	3.41541364522656	3.48893038428519	0.220550217175882	4.22222222222222
Q16539	MAPK14	0.752005387587725	0.96657624451305	1.71858163210078	1.81428790012999	2.56197591572068	2.71994568169698	0.324434044978587	9.88888888888889
P24941	CDK2	0.793110433424136	0.96657624451305	1.75968667793719	1.77345164615859	2.67289427755362	2.57753962663846	0.157857681548118	11.8888888888889
P06493	CDC2/CDK1	0.785824713805085	0.96657624451305	1.75240095831814	1.73612732313478	2.74889883028234	2.80246706528361	0.0979099865325718	9.55555555555556
Q00535	CDK5	0.727588112868347	0.96657624451305	1.6941643573814	1.70650485652798	2.88718912612401	2.88718912612401	0	6
P24723	PKC[eta]	0.884110390583583	0.96657624451305	1.85068663509663	1.69241839524937	2.82741153158477	2.49606638662353	0.75900859652445	14
P50750	CDK9	0.722456811335771	0.96657624451305	1.68903305584882	1.6832750158095	2.84788457492457	2.79069178710202	0.0857891817338239	6.66666666666667
Q9UQM7	CaMK2[alpha]	0.695499803598204	0.96657624451305	1.66207604811125	1.66991105425152	2.6513540701222	2.6513540701222	0	3
P05129	PKC[gamma]	0.776982655495525	0.96657624451305	1.74355890000857	1.65694607708715	2.63374553354253	2.46623540947578	0.414003999268002	13.2222222222222
Q15759	p38[beta]	0.589213835074465	0.96657624451305	1.55579007958752	1.59366424154294	2.42469177824008	2.39521005897984	0.148448549233783	4.8
Q00526	CDK3	0.616536923146505	0.96657624451305	1.58311316765955	1.58999928745654	2.60206865053036	2.78137038080876	0.224013834133843	7.77777777777778
P45984	JNK2	0.659380932638002	0.96657624451305	1.62595717715105	1.58636500280144	2.47538328589687	2.40634917236389	0.164837318286888	14.2222222222222
O00141	SGK1	0.584022115157899	0.96657624451305	1.55059835967095	1.54497231764322	2.36528217120626	2.36528217120626	0	3
P28482	ERK2	0.572636698308408	0.96657624451305	1.53921294282146	1.54169460788198	2.36270336433822	2.41080253282382	0.248406374426299	11.5555555555556
P50613	CDK7	0.575530349935263	0.96657624451305	1.54210659444831	1.52882568169266	2.44962057965915	2.38223358320316	0.189330787430828	9.55555555555556
Q96GD4	AurB/Aur1	0.500177500259709	0.96657624451305	1.46675374477276	1.45872037281722	2.2071468424356	2.1982203652755	0.255937177594636	4.11111111111111
O15264	p38[delta]	0.483918466466659	0.96657624451305	1.45049471097971	1.44023696712321	2.21838792890994	2.2970222388384	0.208414844140702	12.2222222222222
Q16512	PKN1/PRK1	0.44609383765625	0.96657624451305	1.4126700821693	1.43001780194152	2.15486501302143	2.2101626374131	0.127122218997952	6
P27361	ERK1	0.54824810670001	0.96657624451305	1.51482435121306	1.42003358103492	2.30721534510318	2.18192865237328	0.208289797091846	11.4444444444444
Q04759	PKC[theta]	0.476370822358922	0.96657624451305	1.44294706687197	1.40072842583953	2.20513959226698	2.13461438940179	0.122856130586827	21.3333333333333
Q02156	PKC[epsilon]	0.546890795272549	0.96657624451305	1.5134670397856	1.38908444467583	2.30552300096393	2.12366145346455	0.34812796613667	19
Q13464	ROCK1	0.40460081523056	0.96657624451305	1.37117705974361	1.38679264789624	1.98739901705197	1.98508448451984	0.150865348429378	4.71428571428571
