Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,41.06955049484147,26,PTM-SEA,0.5396825396825397,3,AGC,SGK,NA,SGK1
CHEK1,18.330401549415072,35,PTM-SEA,0.3968253968253968,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,12.06198633471591,39,PTM-SEA,0.3333333333333333,2,OTHER,AUR,NA,AURKA
DAPK3,0,46,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,-24.173113281865838,33,PTM-SEA,0.42857142857142855,2,AGC,RSK,MSK,RPS6KA5
CHEK2,0,46,PTM-SEA,0,1,CAMK,RAD53,NA,CHEK2
RAF1,-65.18643673223664,19,PTM-SEA,0.6666666666666666,3,TKL,RAF,RAF,RAF1
PRKCG,0,46,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,94.23151254992456,6,PTM-SEA,0.9047619047619048,4,AGC,PKC,ALPHA,PRKCB
CDK1,96.73106767585898,4,PTM-SEA,0.9365079365079365,4,CMGC,CDK,CDC2,CDK1
ARAF,-55.92751162901541,23,PTM-SEA,0.5873015873015873,3,TKL,RAF,RAF,ARAF
PIM1,-36.63005928313531,29,PTM-SEA,0.49206349206349204,2,CAMK,PIM,NA,PIM1
CDK4,101.07724014100297,2,PTM-SEA,0.9841269841269841,4,CMGC,CDK,CDK4,CDK4
SRC,0,46,PTM-SEA,0,1,TK,SRC,SRCA,SRC
BRAF,-55.92751162901541,23,PTM-SEA,0.5873015873015873,3,TKL,RAF,RAF,BRAF
PRKCA,80.61795271647321,11,PTM-SEA,0.7936507936507936,4,AGC,PKC,ALPHA,PRKCA
PRKACA,-6.301969283553129,43,PTM-SEA,0.2698412698412698,2,AGC,PKA,NA,PRKACA
PRKACG,-74.92301007856827,12,PTM-SEA,0.7777777777777778,4,AGC,PKA,NA,PRKACG
PRKACB,-81.22770554349692,10,PTM-SEA,0.8095238095238095,4,AGC,PKA,NA,PRKACB
RPS6KB1,-71.19374490876416,16,PTM-SEA,0.7142857142857143,3,AGC,RSK,P70,RPS6KB1
CDK2,102.93851311431838,1,PTM-SEA,1,4,CMGC,CDK,CDC2,CDK2
MAPK3,-44.2825517730703,25,PTM-SEA,0.5555555555555556,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,9.987746762500239,42,PTM-SEA,0.2857142857142857,2,CMGC,MAPK,ERK1,MAPK1
AKT1,-30.56273600384094,30,PTM-SEA,0.47619047619047616,2,AGC,AKT,NA,AKT1
AKT2,2.403466795063714,44,PTM-SEA,0.25396825396825395,2,AGC,AKT,NA,AKT2
MAP3K8,72.41493008798105,15,PTM-SEA,0.7301587301587301,3,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,-81.22770554349692,10,PTM-SEA,0.8095238095238095,4,AGC,PKC,IOTA,PRKCI
MTOR,0,46,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,46,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,63.53123552165819,20,PTM-SEA,0.6507936507936508,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-70.46246481550259,17,PTM-SEA,0.6984126984126984,3,CMGC,GSK,NA,GSK3B
CDK9,98.36666666666667,3,PTM-SEA,0.9523809523809523,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,-11.673743822333513,41,PTM-SEA,0.30158730158730157,2,AGC,RSK,RSK,RPS6KA3
